749219	NC_014147	296112228	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;Moraxella catarrhalis;Moraxella catarrhalis RH4;
1105113	NC_017055	381356294	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia;Rickettsia rhipicephali;Rickettsia rhipicephali str. 3-7-female6-CWPP;
164756	NC_008146	108796981	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;Mycobacterium sp. MCS;Mycobacterium sp. MCS;
164756	NC_008147	108802373	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;Mycobacterium sp. MCS;Mycobacterium sp. MCS;
96561	NC_009943	158520017	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfococcus;Desulfococcus oleovorans;Desulfococcus oleovorans Hxd3;
377628	NC_008149	108810166	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia pestis;Yersinia pestis Nepal516;
362242	NC_005916	49146084	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Mycobacteriaceae;Mycobacterium;Mycobacterium ulcerans;Mycobacterium ulcerans Agy99;
521674	NC_014149	296051576	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces limnophilus;Planctomyces limnophilus DSM 3776;
521674	NC_014148	296120274	Bacteria;Planctomycetes;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces limnophilus;Planctomyces limnophilus DSM 3776;
604162	NC_017501	385323172	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria meningitidis;Neisseria meningitidis 8013;
331111	NC_009789	157149498	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli E24377A;
331111	NC_009788	157149429	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli E24377A;
395491	NC_012853	241518161	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium leguminosarum;Rhizobium leguminosarum bv. trifolii WSM1325;
395491	NC_012852	241258599	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;Rhizobium leguminosarum;Rhizobium leguminosarum bv. trifolii WSM1325;
428406	NC_012855	241589533	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia pickettii;Ralstonia pickettii 12D;
710128	NC_017502	385325086	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma gallisepticum;Mycoplasma gallisepticum str. R(high);
428406	NC_012857	241665037	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia pickettii;Ralstonia pickettii 12D;
428406	NC_012856	241661625	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;Ralstonia pickettii;Ralstonia pickettii 12D;
383629	NC_018422	400760195	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter;Phaeobacter gallaeciensis;Phaeobacter gallaeciensis 2.10;
290339	NC_009780	156936546	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cronobacter;Cronobacter sakazakii;Cronobacter sakazakii ATCC BAA-894;
338187	NC_009783	156972381	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio harveyi;Vibrio harveyi ATCC BAA-1116;
418127	NC_009782	156978331	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus subsp. aureus Mu3;
467705	NC_009785	157149651	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus gordonii;Streptococcus gordonii str. Challis substr. CH1;
338187	NC_009784	156975952	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio;Vibrio harveyi;Vibrio harveyi ATCC BAA-1116;
331111	NC_009787	157149399	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli E24377A;
331111	NC_009786	157149330	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli E24377A;
41431	NC_011726	218244892	Bacteria;Cyanobacteria;Cyanobacteria (class);Chroococcales;Chroococcales (family);Cyanothece;Cyanothece sp. PCC 8801;Cyanothece sp. PCC 8801;
41431	NC_011727	218249153	Bacteria;Cyanobacteria;Cyanobacteria (class);Chroococcales;Chroococcales (family);Cyanothece;Cyanothece sp. PCC 8801;Cyanothece sp. PCC 8801;
198804	NC_004061	21672294	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buchnera;Buchnera aphidicola;Buchnera aphidicola str. Sg (Schizaphis graminum);
405532	NC_011725	218230750	Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus;Bacillus cereus B4264;
445985	NC_011722	218203897	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Borrelia;Borrelia burgdorferi;Borrelia burgdorferi ZS7;
41431	NC_011723	218203933	Bacteria;Cyanobacteria;Cyanobacteria (class);Chroococcales;Chroococcales (family);Cyanothece;Cyanothece sp. PCC 8801;Cyanothece sp. PCC 8801;
445985	NC_011720	218202726	Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Borrelia;Borrelia burgdorferi;Borrelia burgdorferi ZS7;
41431	NC_011721	218203844	Bacteria;Cyanobacteria;Cyanobacteria (class);Chroococcales;Chroococcales (family);Cyanothece;Cyanothece sp. PCC 8801;Cyanothece sp. PCC 8801;
502801	NC_010635	186897495	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia pseudotuberculosis;Yersinia pseudotuberculosis PB1_+;
502801	NC_010634	186893344	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia pseudotuberculosis;Yersinia pseudotuberculosis PB1_+;
63737	NC_010633	186686999	Bacteria;Cyanobacteria;Cyanobacteria (class);Nostocales;Nostocaceae;Nostoc;Nostoc punctiforme;Nostoc punctiforme PCC 73102 (Nostoc punctiforme ATCC 29133);
63737	NC_010632	186687048	Bacteria;Cyanobacteria;Cyanobacteria (class);Nostocales;Nostocaceae;Nostoc;Nostoc punctiforme;Nostoc punctiforme PCC 73102 (Nostoc punctiforme ATCC 29133);
63737	NC_010631	186686738	Bacteria;Cyanobacteria;Cyanobacteria (class);Nostocales;Nostocaceae;Nostoc;Nostoc punctiforme;Nostoc punctiforme PCC 73102 (Nostoc punctiforme ATCC 29133);
65393	NC_011729	218437013	Bacteria;Cyanobacteria;Cyanobacteria (class);Chroococcales;Chroococcales (family);Cyanothece;Cyanothece sp. PCC 7424;Cyanothece sp. PCC 7424;
266117	NC_008148	108802856	Bacteria;Actinobacteria;Actinobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter;Rubrobacter xylanophilus;Rubrobacter xylanophilus DSM 9941;
167539	NC_005042	33239452	Bacteria;Cyanobacteria;Cyanobacteria (class);Prochlorales;Prochlorococcaceae;Prochlorococcus;Prochlorococcus marinus;Prochlorococcus marinus subsp. marinus str. CCMP1375;
